filename,rg_med,rg_ts,rg_ts_h,rg_ts_l,io_med,io_ts,Vp,mass_vp,porod_poly,porod_ts,porod_ts_h,porod_ts_l,rc_med,rc_std_err_med,rad_rat,elong,vc,rgvc,N,M
SASBDB_protein_dat\SASDLY4.dat,46.75,25.29,24.13,26.51,0,0,0,0,2.83,1.27,0.56,2.42,46.415,51.176,0.544866961,FALSE,0,0,0,0
SASBDB_protein_dat\SASDLY6.dat,72.67,57.63,54.45,59.62,0.03,0.03,394396.42,327.35,2.38,1.51,1.22,1.92,53.828,48.167,1.070632385,FALSE,901.49,36.77,1873,209.78
SASBDB_protein_dat\SASDLY8.dat,31.65,30.98,28.89,32.31,79508.77,77207.7,151456.28,125.71,2.7,2.82,1.9,4.01,6.669,5.338,4.645374119,TRUE,531.48,28.24,865,96.88
SASBDB_protein_dat\SASDLZ3.dat,27.69,28.24,28.12,28.38,2760.25,2749.66,135001.32,112.05,3.08,3.22,3.13,3.32,8.131,6.01,3.473127537,TRUE,488.26,27.06,764,85.57
SASBDB_protein_dat\SASDLZ4.dat,37.02,36.71,36.61,36.79,0.25,0.25,212969.55,176.76,2.1,2.12,2.1,2.14,16.832,5.915,2.180964829,FALSE,645.23,31.11,1148,128.58
SASBDB_protein_dat\SASDM26.dat,42.85,43.71,43.47,43.99,261.58,272.07,449973.87,373.48,2.97,3.15,3.03,3.27,11.938,8.417,3.661417323,TRUE,1046.43,39.62,2329,260.85
SASBDB_protein_dat\SASDM28.dat,21.38,21.28,21.17,21.38,0.05,0.05,28955.93,24.03,2.19,2.21,2.17,2.24,8.258,3.513,2.576895132,FALSE,243.49,19.11,276,30.91
SASBDB_protein_dat\SASDM38.dat,21.48,21.28,21.18,21.38,0.05,0.05,29790.76,24.73,2.19,2.22,2.19,2.25,8.096,3.695,2.628458498,FALSE,248.76,19.32,285,31.92
SASBDB_protein_dat\SASDM42.dat,42.88,42.12,41.12,43.03,0.09,0.09,311526.15,258.57,2.51,2.72,1.65,3.09,18.685,9.419,2.254214611,FALSE,858.21,35.88,1743,195.22
SASBDB_protein_dat\SASDM47.dat,31.42,29.13,28.96,29.31,232.43,229.57,97570.38,80.98,1.95,1.97,1.95,1.99,13.093,7.834,2.224852975,FALSE,399.64,24.48,570,63.84
SASBDB_protein_dat\SASDM48.dat,21.2,21.18,21.08,21.27,0.05,0.05,29463.75,24.45,2.2,2.23,2.19,2.26,8.293,3.61,2.553961172,FALSE,249.07,19.33,286,32.03
SASBDB_protein_dat\SASDM52.dat,41.75,41.94,40.95,43.03,0.08,0.09,316373.4,262.59,2.88,2.6,1.73,3.22,17.117,9.468,2.450195712,FALSE,874.11,36.21,1790,200.48
SASBDB_protein_dat\SASDM57.dat,44.61,43.61,42.74,44.4,279.21,278.18,222659.3,184.81,1.54,1.57,1.55,1.58,14.62,5.862,2.982900137,FALSE,674.92,31.82,1227,137.42
SASBDB_protein_dat\SASDM58.dat,21.45,21.26,21.17,21.35,0.05,0.05,30016.05,24.91,2.2,2.21,2.18,2.24,8.177,3.741,2.599975541,FALSE,252.02,19.44,291,32.59
SASBDB_protein_dat\SASDM62.dat,45.76,44.45,43.58,45.33,0.1,0.11,406783.66,337.63,3.01,2.48,1.79,3.04,20.883,10.019,2.128525595,FALSE,1016.67,39.05,2233,250.1
SASBDB_protein_dat\SASDM67.dat,54.79,63.15,60.09,64.29,75.66,91.25,615619.92,510.96,1.75,1.77,1.71,1.81,21.738,8.628,2.905051063,FALSE,1277.56,43.78,3118,349.22
SASBDB_protein_dat\SASDM68.dat,21.2,21.2,21.11,21.29,0.05,0.05,29650.37,24.61,2.18,2.21,2.17,2.24,8.291,3.735,2.556989507,FALSE,250.87,19.4,289,32.37
SASBDB_protein_dat\SASDM72.dat,44.68,44.76,43.68,46.26,0.1,0.11,407626.51,338.33,2.81,2.95,2.16,3.5,22.895,9.357,1.955012011,FALSE,1004.02,38.81,2192,245.5
SASBDB_protein_dat\SASDM78.dat,21.35,21.22,21.12,21.31,0.05,0.05,30214.69,25.08,2.2,2.23,2.19,2.26,8.509,3.714,2.493830062,FALSE,251.32,19.42,289,32.37
SASBDB_protein_dat\SASDM82.dat,31.9,14.99,14.36,15.76,0,0,0,0,2.98,2.58,1.68,3.64,26.374,39.906,0.568362782,FALSE,0,0,0,0
SASBDB_protein_dat\SASDM88.dat,23.43,23.09,22.94,23.24,0.11,0.11,39366.39,32.67,2.1,2.12,2.08,2.16,8.527,3.989,2.707869122,FALSE,256.38,19.61,298,33.38
SASBDB_protein_dat\SASDM98.dat,25.72,23.28,23.11,23.46,0.11,0.11,39190.38,32.53,2.06,2.08,2.05,2.12,8.322,3.864,2.79740447,FALSE,256.16,19.6,298,33.38
SASBDB_protein_dat\SASDMA5.dat,17.32,11.6,10.73,12.4,1.08,0.9,8997.57,7.47,2.89,2.72,1.87,3.49,13.248,8.116,0.875603865,FALSE,110.21,12.86,87,9.74
SASBDB_protein_dat\SASDMA8.dat,23.22,23,22.82,23.18,0.11,0.11,37650.91,31.25,2.09,2.11,2.07,2.15,8.607,3.97,2.672243523,FALSE,255.28,19.57,296,33.15
SASBDB_protein_dat\SASDMB5.dat,33.84,31.46,31.02,31.91,110.94,120.13,133481.43,110.79,2.44,2.41,2.16,2.66,13.605,11.367,2.312385153,FALSE,490.16,27.12,768,86.02
SASBDB_protein_dat\SASDMB8.dat,24.5,23.13,22.97,23.31,0.11,0.11,36474.96,30.27,2.04,2.06,2.03,2.1,7.925,3.824,2.918611987,FALSE,254.46,19.54,295,33.04
SASBDB_protein_dat\SASDMC2.dat,93.73,93.77,89.08,123.01,158.54,195.13,6882475.62,5712.45,3.58,2.09,1.51,2.67,45.695,32.814,2.052084473,FALSE,4947.82,86.15,22571,2527.95
SASBDB_protein_dat\SASDMC5.dat,35.07,33.01,32.85,33.15,204.74,200.22,200548.74,166.46,2.71,2.72,2.67,2.79,13.869,7.65,2.380128344,FALSE,609.69,30.24,1057,118.38
SASBDB_protein_dat\SASDMC7.dat,30.72,31.21,29.59,32.42,193.07,206.76,97670.55,81.07,2.41,2.01,1.92,2.11,13.763,7.145,2.267674199,FALSE,416.83,25,606,67.87
SASBDB_protein_dat\SASDMC8.dat,24.25,23.07,22.91,23.23,0.11,0.11,35424.94,29.4,2.05,2.08,2.05,2.12,7.726,3.733,2.986021227,FALSE,252.46,19.46,291,32.59
SASBDB_protein_dat\SASDMC9.dat,28.85,29.77,29.36,30.16,0.03,0.03,129608.49,107.58,2.28,2.32,2.27,2.39,14.754,5.721,2.017757896,FALSE,453.74,26.09,686,76.83
SASBDB_protein_dat\SASDMD2.dat,105.29,125,91.78,136.84,86.93,112.84,12118654.36,10058.48,3.92,4.7,4.44,4.98,40.925,33.234,3.054367746,TRUE,5897.79,94.06,29179,3268.05
SASBDB_protein_dat\SASDMD5.dat,36.12,32.94,32.67,33.29,57.04,55.44,227699.49,188.99,2.82,2.88,2.8,2.99,16.324,6.457,2.017887773,FALSE,616.25,30.4,1074,120.29
SASBDB_protein_dat\SASDMD7.dat,37.18,39.25,37.6,40.65,189.7,209.67,143797.84,119.35,2.1,1.69,1.56,1.8,21.224,8.532,1.849321523,FALSE,520.89,27.95,840,94.08
SASBDB_protein_dat\SASDMD8.dat,23.28,23.09,22.94,23.28,0.11,0.11,35430.73,29.41,2.05,2.07,2.04,2.1,7.885,3.78,2.928344959,FALSE,254.31,19.53,294,32.93
SASBDB_protein_dat\SASDME2.dat,105.21,96.37,91.61,133.96,58.41,67.69,7474649.05,6203.96,3.66,nan,nan,nan,43.997,33.076,2.190376617,FALSE,5170.47,88.07,24071,2695.95
SASBDB_protein_dat\SASDME5.dat,37.36,34.9,34.57,35.21,53.63,52.21,274154.51,227.55,2.77,2.82,2.74,2.92,19.993,5.041,1.745610964,FALSE,724.24,32.96,1360,152.32
SASBDB_protein_dat\SASDME7.dat,27.05,32.19,30.93,33.26,0.06,0.07,99192.05,82.33,2.61,1.67,1.54,1.81,18.324,8.721,1.756712508,FALSE,421.39,25.14,616,68.99
SASBDB_protein_dat\SASDME8.dat,23.25,23.12,22.96,23.29,0.11,0.11,35774.85,29.69,2.03,2.06,2.03,2.09,8.203,3.723,2.818481044,FALSE,255.1,19.56,296,33.15
SASBDB_protein_dat\SASDMF2.dat,103.74,97.45,92.34,126.33,27.71,32.35,7448512.78,6182.27,3.75,nan,nan,nan,54.342,37.138,1.793272239,FALSE,4993.59,86.55,22877,2562.22
SASBDB_protein_dat\SASDMF7.dat,29.74,29.41,28.9,29.87,0.03,0.04,84405.57,70.06,2.17,1.71,1.66,1.76,16.277,6.167,1.806844013,FALSE,391.46,24.23,553,61.94
SASBDB_protein_dat\SASDMF8.dat,23.39,23.15,23,23.32,0.11,0.11,36847.79,30.58,2.05,2.09,2.05,2.11,7.881,3.9,2.937444487,FALSE,258.54,19.69,302,33.82
SASBDB_protein_dat\SASDMG2.dat,130.14,140.38,129.25,142.47,14,17.21,15483556.11,12851.35,3.36,3.84,2.6,4.8,49.024,33.789,2.863495431,FALSE,5454.04,90.45,26025,2914.8
SASBDB_protein_dat\SASDMG7.dat,42.34,40.18,39.07,41.32,0.03,0.03,150658.17,125.05,2.01,1.58,1.55,1.61,19.32,8.131,2.079710145,FALSE,515.9,27.82,828,92.74
SASBDB_protein_dat\SASDMG8.dat,35.63,34.83,34.3,35.42,0.03,0.03,152118.09,126.26,1.99,2.03,1.97,2.09,15.13,5.393,2.302048909,FALSE,520.44,27.94,839,93.97
SASBDB_protein_dat\SASDMG9.dat,29.31,22.77,22.63,22.95,1097.55,1100.29,59119.16,49.07,2.41,3.05,2.91,3.19,16.556,6.184,1.375332206,FALSE,327.05,22.15,425,47.6
SASBDB_protein_dat\SASDMH2.dat,14.25,14.11,14.02,14.17,249.1,248.74,25834.76,21.44,3.42,4.03,3.8,4.53,8.005,1.993,1.762648345,FALSE,147.45,14.87,133,14.9
SASBDB_protein_dat\SASDMH7.dat,38.61,35.29,34.27,36.32,0.04,0.05,143009.33,118.7,1.92,1.62,1.59,1.64,18.393,22.204,1.918664709,FALSE,529.83,28.19,861,96.43
SASBDB_protein_dat\SASDMH8.dat,33.48,32.06,31.57,32.57,0.03,0.03,144138.43,119.63,2.1,2.11,2.06,2.17,14.853,4.734,2.158486501,FALSE,524.52,28.05,848,94.98
SASBDB_protein_dat\SASDMJ2.dat,14.25,14.11,14.02,14.17,249.1,248.74,16481.62,13.68,3.42,4.03,3.8,4.53,6.324,3.161,2.231182796,FALSE,147.45,14.87,133,14.9
SASBDB_protein_dat\SASDMJ4.dat,34.81,29.94,28.87,31.31,23669.13,1280.03,82451.4,68.43,2.35,2.87,2.77,2.99,79.929,49.775,0.374582442,FALSE,85.32,11.31,60,6.72
SASBDB_protein_dat\SASDMJ7.dat,38.56,35.3,34.48,36.1,0.02,0.03,160077.99,132.86,2.27,1.75,1.69,1.8,18.775,6.933,1.880159787,FALSE,576.77,29.41,975,109.2
SASBDB_protein_dat\SASDMJ8.dat,81.87,69.89,58.47,94.36,1.24,1.2,1313176.66,1089.94,2.89,1.51,0.18,3.81,41.175,29.527,1.697389192,FALSE,2108.04,56.23,6484,726.21
SASBDB_protein_dat\SASDMK2.dat,14.25,14.11,14.02,14.17,249.1,248.74,15459.15,12.83,3.42,4.03,3.8,4.53,4.598,3.584,3.068725533,TRUE,147.45,14.87,133,14.9
SASBDB_protein_dat\SASDMK3.dat,28.98,21.96,21.16,22.74,8.87,8.28,41787.23,34.68,2.23,1.68,0.47,2.59,18.279,9.81,1.201378631,FALSE,262.48,19.84,308,34.5
SASBDB_protein_dat\SASDMK7.dat,42.22,42.16,39.15,45.34,0.09,0.09,220528.39,183.04,2.2,2.01,1.8,2.21,22.617,12.975,1.864084538,FALSE,649.04,31.2,1158,129.7
SASBDB_protein_dat\SASDMK8.dat,49.01,43.02,38.38,52.78,0.64,0.71,331669.1,275.29,1,0.6,2.41,1.33,28.462,24.888,1.511489003,FALSE,1039.53,39.49,2306,258.27
SASBDB_protein_dat\SASDML2.dat,104.03,123.04,93.71,135.43,171.42,225.06,12028919.93,9984,4.04,4.96,4.96,4.96,41.393,35.877,2.97248327,FALSE,5848.38,93.66,28822,3228.06
SASBDB_protein_dat\SASDML7.dat,41.55,39.94,37.67,44.37,0.14,0.13,178129.34,147.85,2.1,2.13,1.97,2.29,20.637,11,1.935358822,FALSE,583.9,29.59,992,111.1
SASBDB_protein_dat\SASDML8.dat,22.92,23.55,23.23,23.71,0.25,0.25,91625.82,76.05,3.12,3.52,3.15,3.9,9.998,5.061,2.355471094,FALSE,357.62,23.16,485,54.32
SASBDB_protein_dat\SASDML9.dat,41.62,37.48,37.02,37.97,159.88,165.6,291552.92,241.99,2.5,2.57,2.5,2.65,18.768,6.702,1.997016198,FALSE,775.71,34.11,1503,168.34
SASBDB_protein_dat\SASDMM7.dat,38.82,31.22,31.11,31.39,324.53,314.13,153001.33,126.99,2.76,2.84,2.77,2.91,13.27,7.117,2.352675207,FALSE,535.1,28.33,874,97.89
SASBDB_protein_dat\SASDMM8.dat,78.19,66.15,59.07,74.91,1.69,1.54,977445.11,811.28,1.31,0.23,0.02,0.48,37.958,29.825,1.742715633,FALSE,1763.58,51.43,4995,559.44
SASBDB_protein_dat\SASDMN2.dat,48.48,43.91,40.56,47.25,0.01,0.01,131997.36,109.56,1.75,1.4,1.26,1.53,25.599,12.815,1.715301379,FALSE,448.49,25.94,675,75.6
SASBDB_protein_dat\SASDMN7.dat,33.37,31.11,31.04,31.18,288.52,286.82,156061.99,129.53,2.79,2.86,2.78,2.93,13.564,6.555,2.293571218,FALSE,539.07,28.44,883,98.9
SASBDB_protein_dat\SASDMN8.dat,98.39,80.69,57.95,106.56,0.94,1,1975172.6,1639.39,2.08,2.37,0.34,5,42.115,31.156,1.915944438,FALSE,2756.72,64.3,9598,1074.98
SASBDB_protein_dat\SASDMP2.dat,45.12,36.06,34.66,37.71,0.03,0.02,97264.36,80.73,1.8,1.69,1.64,1.72,17.407,8.529,2.071580399,FALSE,381.38,23.92,532,59.58
SASBDB_protein_dat\SASDMP7.dat,38.37,31.34,31.21,31.52,291.87,284.49,158199.11,131.31,2.74,2.81,2.74,2.88,11.876,6.94,2.638935669,FALSE,539.8,28.46,885,99.12
SASBDB_protein_dat\SASDMP8.dat,50.91,29.08,21.69,35.23,0.23,0.15,45008.23,37.36,1.7,1.61,0.47,2.99,53.845,51.185,0.540068716,FALSE,289.92,20.85,357,39.98
SASBDB_protein_dat\SASDMQ2.dat,35.94,34.32,32.85,35.92,0.02,0.02,112472.36,93.35,1.94,1.51,1.43,1.57,16.882,7.522,2.032934486,FALSE,491.98,27.17,773,86.58
SASBDB_protein_dat\SASDMQ5.dat,35.88,35.54,35.38,35.69,0.1,0.12,239818.5,199.05,2.41,2.43,2.39,2.47,17.639,5.463,2.01485345,FALSE,688.73,32.14,1263,141.46
SASBDB_protein_dat\SASDMQ6.dat,41.23,44.54,44.08,44.92,0.14,0.16,248571.65,206.31,1.94,1.95,1.94,1.97,17.596,6.801,2.531257104,FALSE,729.62,33.08,1375,154
SASBDB_protein_dat\SASDMQ7.dat,37.91,32.94,32.72,33.21,255.88,253.9,168932.7,140.21,2.41,2.46,2.39,2.52,15.53,5.693,2.121056021,FALSE,551.83,28.77,914,102.37
SASBDB_protein_dat\SASDMQ8.dat,64.02,50.35,41.62,55.85,0.63,0.68,380189.03,315.56,1.74,0.9,2.32,3.39,26.452,21.385,1.903447754,FALSE,955.66,37.86,2040,228.48
SASBDB_protein_dat\SASDMQ9.dat,27.03,27.77,26.93,28.66,4624.11,4777.9,50040.7,41.53,1.65,1.37,1.36,1.39,12.504,5.62,2.220889315,FALSE,278.97,20.46,337,37.74
SASBDB_protein_dat\SASDMR5.dat,49.77,46.44,46.02,46.95,0.08,0.08,665472.12,552.34,2.8,2.89,2.75,3,21.615,10.685,2.148507981,FALSE,1288.01,43.95,3155,353.36
SASBDB_protein_dat\SASDMR7.dat,40.76,33.09,32.78,33.52,254.8,247.33,165550.33,137.41,2.36,2.41,2.37,2.46,13.509,6.872,2.449478126,FALSE,546.7,28.64,901,100.91
SASBDB_protein_dat\SASDMR8.dat,62.75,52.76,46.52,59.14,0.56,0.64,759122.42,630.07,2.52,0.25,0.67,0.03,28.221,21.602,1.869529783,FALSE,1651.52,49.77,4538,508.26
SASBDB_protein_dat\SASDMS5.dat,49.92,38.45,34.85,42.54,52.48,31.58,139653.25,115.91,1.58,1.54,1.43,1.63,21.509,11.436,1.787623785,FALSE,468.58,26.51,719,80.53
SASBDB_protein_dat\SASDMS6.dat,36.2,28.03,27.87,28.21,0.03,0.03,141475.68,117.42,2.69,3.02,2.91,3.13,14.924,5.111,1.878182793,FALSE,507.62,27.59,809,90.61
SASBDB_protein_dat\SASDMS7.dat,38.22,32.72,32.47,33.03,248.45,242.34,165482.08,137.35,2.4,2.46,2.41,2.5,13.058,6.789,2.505743605,FALSE,543.84,28.56,895,100.24
SASBDB_protein_dat\SASDMS8.dat,77.05,32.78,30.37,34.96,0.86,0.63,139286.11,115.61,2.26,2.16,1.51,2.77,28.877,31.285,1.135159469,FALSE,494.43,27.23,778,87.14
SASBDB_protein_dat\SASDMT3.dat,48.6,40.25,39.83,40.74,0.06,0.06,275656.74,228.8,2.49,2.53,2.46,2.6,28.451,37.825,1.414713015,FALSE,740.39,33.33,1404,157.25
SASBDB_protein_dat\SASDMT5.dat,41.14,39.39,35.86,42.39,28.95,30.46,114052.38,94.66,1.98,1.59,1.34,1.86,17.702,8.815,2.225172297,FALSE,464.48,26.4,710,79.52
SASBDB_protein_dat\SASDMT6.dat,39.37,38.2,37.86,38.49,0.06,0.06,212584.16,176.44,2.05,2.13,2.08,2.18,17.278,5.067,2.21090404,FALSE,628.49,30.7,1105,123.76
SASBDB_protein_dat\SASDMT7.dat,24.62,23.18,23.08,23.3,0.03,0.03,91855.96,76.24,3.17,3.35,3.23,3.47,12.98,3.887,1.785824345,FALSE,332.92,22.35,437,48.94
SASBDB_protein_dat\SASDMT8.dat,24.12,24.33,19.95,31.41,0.1,0.1,133431.02,110.75,3.98,nan,nan,nan,15.066,3.188,1.614894464,FALSE,428.95,25.37,632,70.78
SASBDB_protein_dat\SASDMU3.dat,36.52,37.12,36.24,38,13.15,14.02,165225.81,137.14,1.92,1.9,1.83,1.97,14.759,5.774,2.515075547,FALSE,571,29.27,961,107.63
SASBDB_protein_dat\SASDMU6.dat,44.74,19.5,19.08,19.91,0.01,0.01,45735.29,37.96,2.86,2.07,1.38,2.7,32.086,34.04,0.607741694,FALSE,393.41,24.29,557,62.38
SASBDB_protein_dat\SASDMU8.dat,31.51,28.35,28.35,28.35,0.07,0.07,96005.51,79.68,2.04,1.25,1.25,1.25,13.269,5.194,2.136558897,FALSE,422.09,25.16,618,69.22
SASBDB_protein_dat\SASDMV6.dat,30.64,21.27,21.16,21.37,0.03,0.03,50103.3,41.59,2.53,2.28,2.23,2.33,13.972,4.803,1.522330375,FALSE,300.57,21.23,376,42.11
SASBDB_protein_dat\SASDMV8.dat,66.19,39.2,36.94,41.28,0.22,0.19,150492.79,124.91,1.74,1.91,0.46,2.32,33.399,41.3,1.173687835,FALSE,542.98,28.54,892,99.9
SASBDB_protein_dat\SASDMW6.dat,34.89,33.85,33.79,33.92,0.26,0.27,255774.64,212.29,3.02,3.15,3.1,3.2,18.948,5.99,1.786468229,FALSE,719.72,32.86,1347,150.86
SASBDB_protein_dat\SASDMX3.dat,49.92,41.08,39.16,48.83,0.56,0.61,277708.54,230.5,2.1,2.14,2.11,2.17,19.049,19.309,2.156543651,FALSE,817.12,35.01,1622,181.66
SASBDB_protein_dat\SASDMX5.dat,40.24,43.79,41.16,51.98,62,75.96,606200.72,503.15,3.57,3.83,3.57,4.1,17.305,12.413,2.53048252,FALSE,1275.99,43.75,3112,348.54
SASBDB_protein_dat\SASDMX7.dat,44.4,43.84,42.09,45.67,0.01,0.01,227607.25,188.91,2.02,1.86,1.79,1.93,21.092,6.442,2.07851318,FALSE,592.27,29.81,1013,113.46
SASBDB_protein_dat\SASDMX9.dat,20.77,20.89,20.86,20.91,0.01,0.02,67079.28,55.68,2.7,2.73,2.69,2.78,11.326,3.141,1.844428748,FALSE,357.81,23.17,485,54.32
SASBDB_protein_dat\SASDMY3.dat,14.49,25.37,24.4,26.17,18569.33,44198.1,49456.07,41.05,2.36,2.99,2.75,3.33,55.402,47.68,0.457925707,FALSE,57.07,9.25,33,3.7
SASBDB_protein_dat\SASDMY5.dat,42.5,44.41,43.37,49.26,45.57,53.83,572569.54,475.23,3.4,3.58,3.31,3.75,21.663,17.915,2.050039237,FALSE,1186.93,42.19,2800,313.6
SASBDB_protein_dat\SASDMY6.dat,37.98,42.01,39.4,45.72,0,0,0,0,2.58,3.22,2.15,4.67,20.045,4.32,2.095784485,FALSE,0,0,0,0
SASBDB_protein_dat\SASDMY7.dat,21.62,21.24,21.15,21.34,0.05,0.05,28348.81,23.53,2.19,2.21,2.18,2.24,8.711,3.5,2.438296407,FALSE,237.35,18.87,266,29.79
SASBDB_protein_dat\SASDMY9.dat,22.59,22.52,22.45,22.6,0.08,0.08,52294.43,43.4,2.25,2.17,2.15,2.2,10.948,3.069,2.056996712,FALSE,267.52,20.03,317,35.5
SASBDB_protein_dat\SASDMZ5.dat,27.33,25.85,25.6,26.1,15.19,15.69,109023.62,90.49,2.74,2.86,2.72,2.99,15.152,14.976,1.706045407,FALSE,428.12,25.34,630,70.56
SASBDB_protein_dat\SASDMZ7.dat,21.37,21.26,21.18,21.35,0.05,0.05,28855.36,23.95,2.19,2.22,2.19,2.25,8.153,3.58,2.607629094,FALSE,241.02,19.01,272,30.46
SASBDB_protein_dat\SASDMZ9.dat,33.54,29.76,28.55,31.15,0.03,0.02,62106.95,51.55,1.64,1.51,1.47,1.57,11.553,4.146,2.575954298,FALSE,262.14,19.83,308,34.5
SASBDB_protein_dat\SASDN22.dat,20.01,20.04,20.01,20.08,0.04,0.05,56399.75,46.81,2.8,2.83,2.78,2.88,11.051,2.935,1.813410551,FALSE,283.74,20.63,346,38.75
SASBDB_protein_dat\SASDN23.dat,41.84,41.48,39.81,42.75,280.9,323.73,230707.84,191.49,1.76,1.77,1.76,1.79,17.96,6.477,2.309576837,FALSE,698.85,32.38,1291,144.59
SASBDB_protein_dat\SASDN26.dat,38.08,32.82,32.26,33.43,0.04,0.04,127285.53,105.65,2.17,2.1,2.05,2.15,18.787,23.137,1.74695268,FALSE,448.59,25.94,675,75.6
SASBDB_protein_dat\SASDN28.dat,44.42,44.45,44.35,44.54,73802.69,74695.11,595581.9,494.33,3.18,3.24,3.12,3.36,18.38,10.559,2.418389554,FALSE,1234.76,43.04,2966,332.19
SASBDB_protein_dat\SASDN32.dat,22.76,20.52,20.47,20.58,0.02,0.02,40618.71,33.71,2.32,2.67,2.61,2.73,11.064,3.363,1.854663774,FALSE,210.15,17.75,223,24.98
SASBDB_protein_dat\SASDN38.dat,51.89,47.34,46.9,47.79,0.16,0.17,633259.35,525.61,2.87,2.91,2.82,3,18.778,10.376,2.521035254,FALSE,1306.42,44.27,3221,360.75
SASBDB_protein_dat\SASDN42.dat,31.52,27.76,26.56,29.09,0.03,0.02,62045.79,51.5,1.86,1.67,1.63,1.72,11.788,4.228,2.354937224,FALSE,266.87,20.01,316,35.39
SASBDB_protein_dat\SASDN48.dat,42.4,37.83,37.71,37.94,50874.66,51135.8,418335.5,347.22,3.43,3.53,3.43,3.64,18.317,9.392,2.065294535,FALSE,976.62,38.27,2105,235.76
SASBDB_protein_dat\SASDN55.dat,19.55,19.43,19.35,19.53,0.02,0.02,35171.59,29.19,2.91,2.96,2.88,3.08,8.546,3.98,2.273578282,FALSE,253.07,19.48,292,32.7
SASBDB_protein_dat\SASDN58.dat,38.84,37.79,37.65,37.9,47227.1,47031.21,420856.15,349.31,3.45,3.54,3.43,3.67,18.824,9.132,2.007543561,FALSE,979.09,38.32,2113,236.66
SASBDB_protein_dat\SASDN65.dat,19.06,18.99,18.94,19.04,0.02,0.02,44779.35,37.17,3.06,3.18,3.05,3.32,7.921,4.229,2.397424568,FALSE,263.04,19.86,309,34.61
SASBDB_protein_dat\SASDN75.dat,28.49,25.34,25.1,25.59,31.8,33.17,98034.91,81.37,2.86,2.83,2.62,3.05,8.93,5.76,2.83762598,FALSE,400.9,24.52,573,64.18
SASBDB_protein_dat\SASDN77.dat,34.21,30.15,29.85,30.44,0.03,0.04,142884.32,118.59,2.68,2.48,2.32,2.61,13.5,7.297,2.233333333,FALSE,544.68,28.58,897,100.46
SASBDB_protein_dat\SASDN87.dat,35.65,37.25,36.62,37.79,0.05,0.05,186302.64,154.63,2.31,2.23,2.17,2.29,16.605,7.166,2.243300211,FALSE,594.74,29.87,1020,114.24
SASBDB_protein_dat\SASDN92.dat,38.46,39.49,39.09,40,495.57,503.84,391328.12,324.8,2.6,2.6,2.54,2.67,17.11,8.174,2.308007013,FALSE,900.15,36.75,1869,209.33
SASBDB_protein_dat\SASDN95.dat,62.83,68.25,55.79,72.79,31140.49,36577.29,1567866.56,1301.33,2.7,3.31,0.18,8.24,26.106,10.761,2.614341531,FALSE,1941.37,53.96,5748,643.78
SASBDB_protein_dat\SASDN97.dat,423.24,317.71,147.82,431.96,14.51,16.02,958506995.6,795560.81,3.04,2.46,2.12,3.9,199.142,189.941,1.595394241,FALSE,72445.83,329.65,1141938,127897.06
SASBDB_protein_dat\SASDNA2.dat,29.23,34.72,34.59,34.86,74.43,91.64,320819.78,266.28,2.84,2.97,2.9,3.03,15.72,8.466,2.208651399,FALSE,775.24,34.1,1502,168.22
SASBDB_protein_dat\SASDNA3.dat,30.02,28.65,27.98,29.35,0.04,0.04,51438.42,42.69,1.84,1.45,1.42,1.48,12.811,5.281,2.236359379,FALSE,314.4,21.72,401,44.91
SASBDB_protein_dat\SASDNA7.dat,346.17,230.28,147.76,314.2,22.52,1.09,22208190.66,18432.8,2,3.07,1.59,9.07,158.334,182.992,1.454393876,FALSE,1808.57,52.09,5183,580.5
SASBDB_protein_dat\SASDNA9.dat,38.59,41.17,40.48,41.73,60.92,65.67,461229.61,382.82,3.16,3.33,3.18,3.49,13.266,8.99,3.103422283,TRUE,1030.1,39.31,2276,254.91
SASBDB_protein_dat\SASDNB3.dat,30.74,28.72,28.01,29.34,0.02,0.03,53513.38,44.42,1.95,1.34,1.29,1.39,12.705,5.604,2.260527351,FALSE,330.23,22.26,431,48.27
SASBDB_protein_dat\SASDNB5.dat,60.66,67.19,33.67,89.91,31755.71,35321.01,1468427.07,1218.79,2.55,17.99,17.99,17.99,28.47,17.818,2.3600281,FALSE,1808.35,52.08,5182,580.38
SASBDB_protein_dat\SASDNB7.dat,29.74,21.46,21.21,21.7,0.01,0.01,42187,35.02,2.59,2.69,2.43,2.95,17.573,9.193,1.221191601,FALSE,242.29,19.06,274,30.69
SASBDB_protein_dat\SASDNB9.dat,38.21,41.23,40.78,41.55,122.3,135.73,475379.38,394.56,3.11,3.36,3.27,3.48,13.096,9.332,3.148289554,TRUE,1043.76,39.57,2320,259.84
SASBDB_protein_dat\SASDNC3.dat,31.68,30.62,30.46,30.79,0.13,0.13,126084.13,104.65,2.54,2.61,2.54,2.68,12.015,5.711,2.548481065,FALSE,478.91,26.8,743,83.22
SASBDB_protein_dat\SASDNC5.dat,29.94,33.61,33.23,34.06,0.03,0.03,170430.52,141.46,2.52,2.47,2.4,2.56,17.864,6.738,1.881437528,FALSE,557.14,28.91,927,103.82
SASBDB_protein_dat\SASDNC7.dat,29.96,26.37,26.27,26.47,0.02,0.02,80936.03,67.18,2.49,2.55,2.52,2.59,12.101,5.846,2.179158747,FALSE,332.46,22.33,436,48.83
